household_id,weather_region,weather_city,weather_station,climate_zone,condition_type,temperature_celsius,humidity_percent,wind_speed_kmh,rainfall_mm,pressure_hpa,solar_radiation,dew_point,uv_index,visibility_km,cloud_cover_percent,timestamp
8270,North,Chennai,WS03,Dry,Cloudy%,,83.02789326,19.59923326,0.215140862,1011.472876,773.6864234,10.12013311,8.203109891,1.950418807,81.88652146,30-08-2023
1860,North,Bangalore,WS01,Tropical,Rainy%,24.92897874,,1.947491783,3.55374525,988.5272634,126.6601123,16.14486014,9.151021897,3.364005191,8.284568348,04-12-2023
6390,North,Mumbai,WS02,Tropical,Sunny%,19.56802052,26.325728,,30.10017878,1009.302689,611.7397225,18.92329457,2.233361959,4.012448001,40.53077328,16-10-2023
6191,South,Delhi,WS02,Temperate,Rainy%,20.18025849,66.33922657,10.67212994,,988.0248612,527.30859,12.55873941,11.78706457,5.628186085,5.086901732,09-08-2023
6734,East,Chennai,WS01,Temperate,Cloudy%,23.71215638,30.24707547,10.51894778,48.41840078,,171.1306285,22.69351799,2.51070643,5.305351761,19.6687888,28-08-2023
7265,East,Delhi,WS01,Dry,Rainy%,17.56112654,54.13029318,31.85820052,44.93273397,996.8701905,956.0653164,18.83985296,1.827292769,2.051823265,78.19176519,14-02-2023
1466,North,Bangalore,WS01,Dry,Sunny%,34.57264772,54.5548347,25.53920197,0.985101054,990.8271759,928.6477561,13.0550152,9.800598188,5.925031248,88.49685918,23-11-2023
5426,East,Mumbai,WS03,Dry,Sunny%,37.7484513,77.69630293,21.41646059,28.99052988,994.2370064,476.7152782,14.13369781,11.24383517,3.061384531,72.99845799,19-10-2023
6578,West,Delhi,WS01,Tropical,Rainy%,18.16405474,51.99407506,5.59356013,46.01392599,995.5906899,302.8573558,20.54182022,8.951481204,4.541923375,60.55873867,15-03-2023
9322,West,Delhi,WS01,Tropical,Cloudy%,29.91740059,39.96975283,39.77278562,45.73821575,1012.673431,563.5938732,15.74659075,5.316626517,4.86331829,41.26742981,07-04-2023
2685,West,Delhi,WS03,Temperate,Sunny%,39.25009249,87.64929641,25.24168008,0.154599307,1011.478713,701.7037746,22.10759893,7.563278159,3.812978028,95.95639935,11-12-2023
1769,West,Delhi,WS01,Temperate,Rainy%,26.87005867,58.34394688,7.805329364,37.40639679,1028.779084,182.7517445,18.13370537,2.281349516,8.132887321,82.61884828,08-09-2023
7949,South,Chennai,WS01,Tropical,Cloudy%,17.43306254,43.43018396,1.999999295,14.18587952,1019.261143,665.3245193,18.53285485,1.150109869,1.134504013,69.70551464,23-05-2023
3433,North,Chennai,WS01,Temperate,Cloudy%,15.4797295,37.53743616,35.41805963,27.37374744,1018.311803,767.8046323,15.73956816,11.36690466,5.861341468,7.267211032,30-04-2023
6311,South,Mumbai,WS03,Dry,Sunny%,30.90657543,53.48918049,14.73237682,1.700058961,1031.490485,198.1518923,12.45658864,9.983432895,7.930204821,65.18790743,07-06-2023
6051,South,Mumbai,WS02,Tropical,Cloudy%,33.1186508,76.73086453,13.79751552,29.74180767,1027.037415,368.4535995,24.21134741,7.324196232,8.457887427,81.31152721,24-10-2023
7420,North,Mumbai,WS01,Dry,Rainy%,34.22699249,25.95167138,35.89837889,42.11779356,1039.86425,251.900872,15.08353108,5.096693264,6.584963695,45.37970064,15-03-2023
2184,South,Bangalore,WS03,Dry,Rainy%,33.2029493,69.98824771,4.763799964,48.27690879,1032.96303,262.0535341,18.82215198,9.74371591,8.066751998,10.08335249,05-11-2023
5555,North,Chennai,WS02,Dry,Sunny%,26.18360843,71.54996702,22.03848113,35.54483889,992.4388631,864.1337788,22.68964464,11.63108455,1.846322884,91.19360736,23-08-2023
4385,South,Bangalore,WS03,Tropical,Rainy%,31.07173771,77.72529468,21.20014621,16.44953032,986.7692016,131.3220626,22.73548987,2.993271464,9.10234198,45.96456819,14-04-2023
7396,East,Chennai,WS03,Temperate,Sunny%,27.33944798,74.67058705,2.498105715,14.46816459,1009.479615,704.2932908,14.50003618,6.086163328,3.32051867,54.60608308,16-08-2023
9666,East,Bangalore,WS03,Temperate,Sunny%,20.56383501,62.28696918,7.03172806,38.93805155,1029.508852,244.0068502,18.81150757,10.36815201,9.691675974,97.04398265,18-07-2023
3558,West,Chennai,WS03,Tropical,Rainy%,26.52993833,49.66640936,7.102689826,45.21591763,1016.853648,519.4708031,19.80740675,4.655038855,8.839975666,85.18558111,09-08-2023
8849,East,Delhi,WS01,Temperate,Rainy%,29.08123529,59.45618105,5.751987312,41.37876226,1036.479946,336.737936,24.66604913,11.24240033,1.255544085,2.723162137,11-02-2023
3047,West,Chennai,WS03,Tropical,Rainy%,21.33629812,86.6007457,34.03270463,27.99419848,1049.732034,291.611855,11.90409981,2.026575147,5.443143919,73.13913357,11-09-2023
3747,West,Chennai,WS01,Dry,Sunny%,19.50798849,22.68361776,18.31439649,48.67089899,1002.298873,459.4370377,18.08749198,10.34223044,8.306555072,95.59186374,02-01-2023
1189,West,Chennai,WS03,Temperate,Cloudy%,36.78821572,31.94766293,38.86151812,21.620156,1009.902836,157.7789971,12.40287599,2.156072488,2.175403429,90.21629174,03-02-2023
3734,South,Mumbai,WS01,Dry,Rainy%,17.01249354,39.74661053,23.98481395,46.0936081,1004.27888,770.7762626,18.22544538,9.606489087,3.717859654,6.857021451,02-11-2023
4005,North,Mumbai,WS03,Temperate,Cloudy%,35.88723262,72.61402578,25.62171361,39.75980619,993.7257055,406.3211793,18.94944307,2.032454025,3.930237104,60.92278519,19-05-2023
5658,East,Bangalore,WS03,Tropical,Cloudy%,39.99035982,32.53410157,7.264939167,20.53008042,996.6122522,768.3649724,20.5371421,3.063667978,2.62653461,29.43517157,02-04-2023
2899,North,Mumbai,WS03,Dry,Rainy%,33.534675,22.23128249,19.28252467,43.86564357,999.6471288,521.5669096,10.52438195,7.155013854,1.423885252,37.19333045,08-08-2023
8734,East,Chennai,WS02,Dry,Sunny%,28.73427198,80.12687417,10.30857366,0.386077001,1025.556463,199.0725339,23.54592972,2.896678467,6.921593909,2.874684972,05-10-2023
2267,East,Bangalore,WS02,Tropical,Rainy%,25.9663182,67.5572908,30.05150848,31.34363812,1008.616293,804.3263879,23.71320577,1.510175013,4.260485334,48.63466569,11-06-2023
2528,South,Chennai,WS01,Temperate,Rainy%,37.27506615,76.83505491,32.43725928,41.12382345,1044.83799,702.4277532,23.97222056,6.389941512,4.530138145,59.39519802,26-06-2023
4556,East,Bangalore,WS03,Tropical,Rainy%,36.63300679,88.52799581,3.902909894,12.85566252,1026.51969,364.9641425,22.78281375,10.47864907,5.623014596,32.76058797,21-01-2023
4890,North,Bangalore,WS01,Temperate,Cloudy%,29.74835432,74.32282065,20.3316818,18.93965592,985.1800331,524.7500562,14.22393009,2.923208361,3.36998834,42.43332295,13-03-2023
9838,North,Bangalore,WS01,Dry,Rainy%,30.39080876,40.18032276,14.88131485,45.36598033,995.9029191,559.8944936,19.54307598,9.563582361,9.206432426,16.27159598,13-08-2023
6393,East,Mumbai,WS02,Temperate,Rainy%,38.64923546,66.331943,12.54539115,10.46928978,1046.633854,960.5433478,12.67047706,7.953727916,9.33003864,33.9399416,27-01-2023
9792,North,Delhi,WS02,Tropical,Sunny%,29.92735155,48.02208455,30.3719884,34.56417157,1003.542055,363.4186538,11.11493991,6.951952999,1.813715525,20.7829471,22-08-2023
9433,West,Mumbai,WS02,Dry,Sunny%,21.60748194,34.01646692,6.775767337,1.68599019,990.4608548,581.6311233,24.58275812,6.487076604,9.467767945,40.02863944,15-09-2023
8513,North,Delhi,WS02,Tropical,Sunny%,38.56877567,56.36146652,11.08681396,5.621290187,1025.418447,813.6597276,17.05145681,5.746804886,9.131584709,4.279133599,11-11-2023
3612,West,Delhi,WS01,Temperate,Sunny%,34.82966305,21.48744676,37.99766964,12.02223616,1022.707678,862.071124,15.35585718,2.036794143,2.393223235,56.4762016,02-02-2023
8041,West,Chennai,WS02,Tropical,Sunny%,17.41186489,80.45907827,28.89878192,19.95608318,1017.732301,753.4047355,15.92197397,6.220493537,5.403595106,55.0583971,03-12-2023
7235,North,Bangalore,WS02,Tropical,Sunny%,29.65236082,42.5455522,34.53139528,36.38029285,1013.411593,620.0416697,16.27213668,7.68014318,7.33473716,25.35159153,27-05-2023
6486,West,Chennai,WS03,Temperate,Cloudy%,21.19155068,48.30933839,21.20369749,26.55990115,994.0646997,645.1097333,20.74841983,8.663597599,4.028293093,43.75448681,05-11-2023
8099,North,Chennai,WS02,Temperate,Cloudy%,17.59941189,77.82582206,4.485869384,37.90884353,1030.562626,212.9703082,15.84717353,10.14151361,7.20416345,19.28318678,04-12-2023
1775,North,Bangalore,WS03,Tropical,Cloudy%,24.63823137,66.71189341,9.508012042,17.79524203,1023.363187,280.7049568,18.9560551,3.349381979,9.161908429,1.615266956,06-05-2023
9226,East,Delhi,WS01,Dry,Cloudy%,32.59336996,43.46861221,25.90434134,38.95734233,1032.903958,823.3504153,14.75354171,11.99257531,4.236943692,27.62897476,03-02-2023
4152,North,Delhi,WS02,Dry,Sunny%,31.05164527,30.79677699,9.856771912,38.06021152,997.1861832,299.6437114,15.84508747,11.83191815,9.950540744,18.81069925,25-01-2023
2585,North,Mumbai,WS02,Tropical,Cloudy%,22.90475254,38.21020641,5.006285685,24.64593692,998.858715,832.560572,22.26378706,2.421485412,6.464261271,54.42510091,06-07-2023
4943,East,Mumbai,WS03,Tropical,Sunny%,21.77012716,54.20775921,23.18791876,37.41089102,992.3400355,972.9828272,19.47301059,6.50672046,7.260696606,38.17765805,11-12-2023
8555,South,Mumbai,WS02,Tropical,Sunny%,30.01519305,26.23125521,9.244646078,43.48797007,998.4012543,182.8867533,12.96723621,2.331643762,2.861692684,22.27506189,16-10-2023
4073,North,Mumbai,WS03,Temperate,Sunny%,28.75432115,69.48987281,7.371049289,20.98028737,1031.866516,830.325648,23.98502277,3.979923839,4.520922384,21.80083718,07-04-2023
2021,South,Delhi,WS03,Dry,Sunny%,17.7416407,47.71156989,6.846399191,47.71486519,1013.378407,311.100357,24.018498,5.49167853,7.146662057,28.97339331,26-08-2023
4843,South,Bangalore,WS03,Dry,Cloudy%,,,,,,,,,,,26-12-2023
8989,East,Chennai,WS03,Tropical,Cloudy%,38.19920138,31.09330763,15.17354137,38.78908447,1017.12118,621.9953285,16.63336827,7.119328665,6.99046646,18.66239507,02-01-2023
7873,South,Bangalore,WS01,Temperate,Rainy%,36.48141898,23.34380616,18.56898953,29.9833402,996.6351282,792.352222,14.26747768,4.95911088,5.551264318,80.25740292,03-07-2023
6675,South,Chennai,WS01,Tropical,Sunny%,35.85832573,56.46203708,36.5734176,2.714242925,980.5563752,424.9652868,10.65712098,5.290663527,9.209464068,20.71587557,02-09-2023
1161,West,Chennai,WS03,Dry,Rainy%,29.15969249,38.45333341,28.59473475,14.83921308,985.846254,182.4368886,24.85363434,3.979740969,9.65881291,47.25251319,08-09-2023
5297,South,Delhi,WS02,Temperate,Rainy%,27.73769393,69.71997981,25.42843962,26.08177905,993.3239833,793.5079586,15.9068932,11.36540851,2.76281765,33.64193197,12-12-2023
1995,East,Chennai,WS03,Dry,Rainy%,25.54469879,43.42726317,4.48993046,24.98850013,1028.070759,976.2019526,15.24853333,11.14508098,4.163427545,29.2384117,21-11-2023
8629,North,Mumbai,WS02,Temperate,Sunny%,19.42826761,78.24304808,39.79296014,13.39248213,1023.126612,451.2998899,24.63697713,7.29446028,2.16549217,66.87760961,27-05-2023
2016,West,Mumbai,WS02,Tropical,Sunny%,20.54606649,35.53557344,1.699233727,47.25990097,987.1269699,537.5417026,19.26906083,5.491962303,8.641940262,85.5633964,04-01-2023
8869,East,Chennai,WS01,Temperate,Sunny%,28.19760174,73.38141636,18.27092677,6.293543871,997.6501203,338.9477462,18.47999877,5.657502568,1.34375828,87.01375521,01-08-2023
7439,East,Bangalore,WS02,Dry,Sunny%,26.07680961,70.83726317,22.42239205,39.77833663,991.6321788,206.8049575,24.06945095,7.222893632,3.118577504,34.30043012,04-12-2023
8892,West,Chennai,WS03,Dry,Cloudy%,26.38566042,82.28191292,18.0932804,12.67532605,1002.92984,689.7551588,15.82986619,6.313414111,2.025463135,49.57979067,28-12-2023
7863,West,Mumbai,WS01,Tropical,Rainy%,21.46231944,72.54550592,33.99812407,46.5508192,1034.668807,214.5403589,13.32226102,3.595036207,8.435956105,95.21519423,08-07-2023
8916,East,Chennai,WS03,Tropical,Rainy%,27.64321208,21.10895587,19.98411751,32.37007271,992.3142898,193.6919933,10.43429951,10.21956754,7.899992592,66.69833672,14-05-2023
9529,North,Chennai,WS02,Temperate,Cloudy%,21.97099466,48.24714605,28.79203358,5.142206946,1014.231289,444.6489661,12.31008748,3.472091872,7.184150759,50.44881268,25-05-2023
1878,South,Chennai,WS03,Temperate,Sunny%,37.47883312,67.17205842,34.20765191,47.25616823,1018.775194,432.9925388,15.60210407,9.984889356,7.595818587,89.70829044,21-01-2023
5887,North,Delhi,WS02,Temperate,Sunny%,15.50433933,20.24438358,16.15575644,0.652935295,997.7189579,803.4455355,20.07055421,3.138873044,6.680960711,98.25907655,10-10-2023
5859,South,Chennai,WS03,Dry,Sunny%,36.96953348,63.9862248,5.166248454,39.68118279,1026.574352,955.0071282,13.65926377,1.537647713,8.262175454,16.11123172,17-12-2023
7331,North,Bangalore,WS02,Dry,Sunny%,18.90497671,33.13914356,12.10324243,8.258461168,1047.521361,624.447858,23.23485958,2.481953279,1.851832582,74.19992126,09-12-2023
9571,West,Bangalore,WS01,Tropical,Rainy%,20.96250226,83.48319547,27.11940138,37.51025957,990.104725,294.1279274,23.67145957,5.843306558,4.783243197,1.398432675,08-05-2023
9684,West,Mumbai,WS01,Dry,Sunny%,19.68156793,37.61336679,34.7803739,29.68924252,1044.300187,794.1751361,19.20166446,8.559505975,4.683347491,57.97775623,13-07-2023
8208,West,Bangalore,WS01,Dry,Sunny%,16.04530317,43.36694123,17.8252495,44.73025429,1022.752351,592.7961709,11.31644397,5.783805785,9.441818748,14.06831739,24-12-2023
6276,East,Delhi,WS03,Dry,Rainy%,39.99251229,52.47556811,39.93322066,33.79079043,1010.962346,652.5634466,23.67098952,8.949543168,6.782715416,76.69208242,16-01-2023
3062,East,Bangalore,WS02,Temperate,Rainy%,23.7297156,39.10072182,36.20663082,20.24522001,1028.304713,497.4864942,14.21312723,11.64053488,1.890043059,37.81125806,12-11-2023
1064,South,Bangalore,WS02,Temperate,Cloudy%,32.75444514,78.12561194,34.06277769,23.09243963,1039.241537,681.0478716,21.60304776,10.21189834,4.096933041,60.89872414,10-09-2023
9006,West,Mumbai,WS01,Dry,Sunny%,15.45492779,42.36422938,3.679500805,45.0536573,1002.927854,795.785511,19.87183461,10.89523598,6.29333947,56.06541458,06-05-2023
3568,East,Mumbai,WS02,Tropical,Sunny%,24.00656913,62.57584445,28.9901474,14.6806028,1045.810221,129.1382904,10.33755304,1.107185452,5.893365369,16.82755296,30-01-2023
6463,East,Chennai,WS01,Dry,Rainy%,28.68392756,53.2905438,4.844106381,6.28942774,1049.444237,274.506302,16.42486184,2.491516078,9.702352933,97.40555305,28-10-2023
3027,West,Bangalore,WS01,Tropical,Sunny%,29.37286106,66.45590085,22.3742318,35.89307646,1014.64315,788.77321,17.40771536,4.118465739,6.925999738,82.52820112,11-09-2023
3695,North,Mumbai,WS02,Dry,Sunny%,35.60148205,54.01355824,5.00414667,33.78639374,987.3023334,688.4823843,19.44364157,1.067539274,1.245563275,25.89524285,24-03-2023
6258,West,Chennai,WS03,Dry,Cloudy%,38.10041483,45.45885451,27.43465282,5.141038257,1031.119883,872.4735518,15.59131353,11.31546468,3.784028614,67.54963419,08-03-2023
6618,South,Delhi,WS03,Dry,Sunny%,18.70325696,21.62617122,21.80660333,32.25127815,984.0372356,940.7089449,20.33316951,4.954118532,5.498637214,64.27001141,02-12-2023
7736,West,Chennai,WS02,Temperate,Rainy%,29.70130544,33.38000081,13.44128856,43.64531467,1047.753289,777.9486181,16.24714459,5.077631547,7.167291274,95.61876232,04-01-2023
1391,North,Chennai,WS03,Temperate,Rainy%,37.84229278,72.6629438,11.73444441,40.95046988,1005.318101,523.1777172,17.85302278,4.077177114,7.234201865,60.56053828,22-09-2023
6892,North,Chennai,WS02,Dry,Rainy%,26.60690191,69.38513661,0.246127042,29.74439302,1024.583452,663.8244279,11.72695159,9.276732533,7.28310708,3.349949735,24-08-2023
4561,West,Chennai,WS01,Dry,Cloudy%,31.07894385,21.157087,20.76923916,35.95971669,1020.658183,487.5025592,20.2876389,11.46409022,7.65847107,10.73096533,10-11-2023
7184,East,Bangalore,WS02,Temperate,Cloudy%,23.63012971,45.1088204,30.37116088,44.00725848,1020.393237,190.5872069,23.39262884,3.961696625,6.866080146,6.187685889,17-02-2023
4099,North,Chennai,WS03,Tropical,Cloudy%,23.20014401,72.83686356,8.107329918,33.82683154,990.6158735,784.5863435,20.92408929,8.702105082,3.115053962,97.35645828,13-07-2023
7278,South,Delhi,WS02,Dry,Cloudy%,23.51563045,69.30880602,32.35380809,11.97766074,1039.911329,444.6249076,22.03312013,1.882870389,1.195908702,12.21108734,01-02-2023
9392,East,Chennai,WS01,Tropical,Sunny%,20.18679908,25.90268315,1.297990118,5.101790551,980.9262992,565.1204151,20.03622805,10.06147605,2.064330683,91.37423281,02-10-2023
4104,South,Delhi,WS03,Tropical,Rainy%,21.7017809,58.94802434,2.066368255,12.40062721,996.2941399,142.6189219,19.93074286,8.538020015,9.161376295,98.99006672,01-02-2023
8215,South,Mumbai,WS01,Temperate,Sunny%,15.23207665,80.24276841,33.87707755,10.10702517,1031.396069,302.6617231,20.00265962,6.323946485,8.912133443,51.53407096,19-11-2023
3454,South,Chennai,WS02,Tropical,Cloudy%,35.12544494,88.9996812,15.95568803,12.51205965,988.9620898,188.1032032,17.55394566,10.8205249,2.172220833,64.4227925,11-04-2023
