household_id,device_category,device_brand,device_model,maintenance_status,installation_region,runtime_hours,device_power_kw,motor_speed_rpm,efficiency_ratio,energy_draw_kwh,heat_output,cooling_load,device_voltage,device_current,device_temperature
8270,HVAC,Whirlpool,M2,Good,North,21.95774941381655,1.6733462394942906,2278.6632742374113,0.7791786653197919,3.089191482453589,41.893220544623205,10.34280077722251,232.85024894469487,12.935498823273424,42.14593789940987
1860,HVAC,LG,M2,Critical,North,1.6668404492437159,4.340783871719026,2295.4810027129897,0.5261526883644505,28.952107211168684,46.31670355082346,35.723186968396014,249.0614329985305,7.611355677811893,37.010629323734406
6390,Refrigerator,Whirlpool,M1,Good,East,3.2568536473453977,5.166787549169896,1415.2181443995992,0.7512091839400534,38.1417546744411,34.54501127606055,45.23469624975106,225.52203272224568,24.198257634823484,57.72646417237752
6191,Dryer,Whirlpool,M3,Average,South,23.51548852027062,3.740278685428537,549.1591347682906,0.6300735048832433,20.82770527381895,18.175332369810906,38.686714255451164,230.33449979686483,22.15089100867267,25.588335644513407
6734,Dryer,LG,M2,Good,West,19.29428711812904,0.5329787432446791,2765.5815466801296,0.5362216048968362,6.7586728235136375,57.54477391494454,52.7156718519638,235.22642373533682,7.791762704112635,67.42635534599373
7265,HVAC,Whirlpool,M2,Critical,South,23.078157652143958,0.4252579105266736,2494.1284829642045,0.6693299765382539,21.465249216458314,52.51860493799812,11.188408184028088,246.4535537645834,18.837630222725352,56.240115059270025
1466,Refrigerator,LG,M1,Average,East,6.328721869726324,1.6335721159405376,720.3033117432407,0.8980895465411975,4.063362261108745,76.11212931635757,19.08086316028102,231.0055530717996,12.033234052385112,20.201136124389894
3066,Dryer,Whirlpool,M3,Good,South,,,2879.990512570992,0.64426146040957,-458.34251,,-34421,244.9796310392304,14.613841641122043,
5426,Washer,Whirlpool,M1,Critical,West,21.862291782589534,7.526943464512876,2737.907422349877,0.6925374227998702,8.790446681110648,30.525725285296314,42.58045822001782,222.73213882674295,13.806637363121204,50.21833559626239
6578,Washer,Whirlpool,M1,Good,South,20.283928208648142,1.4738668301410993,1323.9043546471542,0.7444750776182549,6.853777592404154,21.553458939995558,59.494527178091616,239.24884518791154,14.644422362036702,52.12307471709894
9322,Washer,Samsung,M2,Average,West,19.233456947052975,4.292659713088752,1137.503945235962,0.6103790156924666,8.630769085917876,45.120209799941364,54.091909779771306,243.22132141521737,23.94577669804239,57.25428187285432
2685,Refrigerator,Samsung,M3,Good,West,11.198823771431387,7.645838851076993,2853.1637203319065,0.7894323123883293,31.211364730632933,11.480507585795113,42.658670136939314,238.6207113229927,12.722608695532116,67.89780589775111
1769,Washer,LG,M2,Critical,North,5.952298897039724,4.576735686399679,1115.9178875512714,0.9744821947769242,2.3153618852573685,34.705801057183706,56.83808849423092,212.9298497959466,22.229080340301003,33.696998907827954
7949,Washer,Whirlpool,M1,Critical,East,3.871490984074877,3.1108823572311417,1672.896426540664,0.5812071021179668,6.185548116962253,14.186802160375223,45.953787501066714,226.84358097898016,9.359272142877455,34.76930404095539
3433,HVAC,Samsung,M2,Critical,South,1.711334595087532,3.3320193152649034,2564.7327798183255,0.9131409465314899,33.94203984322492,76.18815433028182,21.621285749502558,214.26208744220756,13.211119888952524,63.27952209121731
6311,HVAC,LG,M3,Average,East,13.647465788907645,3.508087766572985,1205.8464332908475,0.9282184102949069,9.423574430601255,50.78835560008322,44.88937359839712,226.45309332506747,5.767732691755305,37.24544565380521
6051,Washer,Samsung,M1,Critical,East,22.409558993106618,1.0049300076323933,1910.1644810493794,0.7900895969344705,25.513921524759148,20.450044273729763,45.9091508419112,211.15203711620578,13.027849919482659,54.20981226436024
7420,Dryer,Whirlpool,M2,Average,East,20.662685558867864,3.7265259905847046,2934.892027459129,0.8755413446354778,24.717362028994028,52.24005245540357,19.67704375490247,229.94414598887784,22.710109778933084,21.680876111243307
2184,Dryer,LG,M1,Critical,North,23.305062660639553,5.558903969024137,2962.9036669138914,0.6942422848809668,35.431154203546484,70.50021656077006,26.09749573235287,225.98554306114104,22.724307509618214,36.93525111341169
5555,Refrigerator,Whirlpool,M1,Average,South,10.72114021050593,2.4061180865980796,2412.5096321125193,0.5470180608984978,4.782785657483789,42.94956435865719,36.09890078642701,242.9007003619587,18.96688447767645,62.07409029946194
4385,Washer,Samsung,M1,Average,North,21.051964143318415,3.5253926627161394,2086.8161833872973,0.5452146378718481,19.942558537122093,21.381784539668814,50.53930378216194,220.90365970611464,22.55838259793525,52.48371525195487
7396,Washer,Samsung,M1,Critical,South,13.05654532284019,4.8576063735084265,1720.0621144364995,0.6429644647604347,18.746433560338577,62.09566744983802,42.37781515428043,222.44066449486195,6.771823189717773,69.82634625389753
9666,Refrigerator,LG,M3,Good,North,9.103082694135914,6.488316803445782,1847.550708608719,0.7695361551380467,5.19652530493369,38.35118729495777,5.964366238511925,249.38900612638133,13.208456585108973,36.31976007431289
3558,Dryer,LG,M2,Critical,South,21.696526213924507,3.7343911231531344,2744.6356944723943,0.7015879155191125,23.091732457311522,33.27736111409312,52.03963263349452,240.41389925587367,10.275916818609897,66.71071023897233
8849,Washer,Whirlpool,M2,Average,South,21.11725610510682,2.820536815149137,689.7539863492126,0.5463280217742423,6.41821461345799,74.84929494405674,7.494954987191671,233.87553050864574,18.67925341491314,67.68098896376621
3047,Dryer,Whirlpool,M3,Good,West,3.610270035022617,1.4061855251708464,696.3898594092991,0.8157532224798021,21.10565365972343,37.08604594245386,21.33934909281058,240.04505623178756,24.153979532729927,36.077677133589724
3747,HVAC,Whirlpool,M3,Good,North,15.82879175662487,4.40663030728411,1365.3030535429407,0.6253753827017552,7.147606015911288,66.2438841356682,6.870112477953389,232.74996711739297,21.42342394041954,66.75922167756502
1189,HVAC,Samsung,M1,Critical,East,12.902051493336645,2.530109006969777,1724.7378796490527,0.581966200173512,19.6070681591872,56.01848957658716,7.629282855072811,223.0058256837673,22.731821162982104,39.72038356565472
3734,Washer,LG,M2,Average,East,9.872521609015411,4.6304400323718085,2570.703814773535,0.6369745618351184,36.857185314830566,53.72871132023699,24.232358101424854,225.21610879656322,23.756353546011436,38.81963901707272
4005,Refrigerator,LG,M1,Average,West,14.618949816581909,6.667135681344317,513.4164795917458,0.6370216976106692,17.760937515961285,54.61850670711317,51.7696741707173,214.13958406065953,17.52943383903999,34.888051995322975
5658,HVAC,LG,M3,Critical,South,21.944063651240892,3.2577368928868844,2942.886830648709,0.8794681868769437,18.266571353863434,11.528432871707865,9.31764651163147,230.9708164681216,5.128479218408726,69.05985178550351
2899,Refrigerator,LG,M2,Critical,North,13.358668708638366,4.298148810538845,1635.5619798934324,0.6824938810369301,36.448635225592305,46.66497335162001,54.74270726559957,224.67162622670605,22.832807336885622,36.9349816824423
8734,HVAC,Whirlpool,M3,Good,South,14.30035903056601,2.28010747821051,946.8755146516137,0.7188087320222276,6.927636084200538,52.80306805890838,59.749318894586914,239.94516492882826,23.52120932855557,40.90836497797647
2267,Dryer,Samsung,M1,Average,East,4.541141965109205,2.526279629406764,1893.138571194168,0.8450278111002003,19.822789330840713,68.79475576844288,33.815894206504126,238.48063575414554,15.157924396737588,35.20343916436062
